title,citation,date,form,part_of,part_of_links,condition,copyright,imageLink,uniqueID,parent_uniqueID,parent_date,parent_desc,parent_title,parent_scope,physical_desc,subject,physical_desc_notes,numbers,other,scope,date_notes,title_notes,notes,author,author_notes,finding_aids,scale,geolocatable,datable,date_start,date_end,user_notes,latLng
Rear of 299 Sackville Street,"Fonds 200, Series 372, Subseries 33b, Item 457","Feb. 13, 1951",,Subseries 33b; Housing photographs,,OPEN - No restrictions on these government records.,Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0033b/s0372_ss0033b_it0457.jpg,248879,83979,1947-1954,499 photoprints : b&w; ; 13 x 18 cm or smaller,Housing photographs,"Subseries consists of photographs depicting residential buildings in various parts of the city. Subseries also includes photographs of houses and buildings demolished for the Regent Park housing development. 
The following streets are documented in this sub-series: Bathurst St., Boulton Ave., Briggs St., Broadview Ave., Brooklyn Ave., Carlyle St., Dagmar Ave., Dean St., Digby St., Dundas St. East, Dundee St., Dupont St., Edgewood Ave., Gerrard Ave., Jones Ave., Kendal Ave., Kingston Rd., Lakeshore Blvd., Lake Shore Rd., Lansdowne Ave., Lippincott St., Logan Ave., Lovatt Pl., Madeira Pl., Mallon Ave., Maughan Cres., Midland Pl., Mt. Pleasant Rd., Norval Ave., Oak St., Ontario St., Orchard Park, Ossington Ave., Otter Ave., Paisley St., Pape Ave., Parliament St., Reed St., Regent St., Rhodes Ave., River St., Seaton St., Sherbourne St., Spadina Rd., Sumach St., Taylor St., Vivian St., Wardell Ave., Wilmot St., and York St.",1 photonegative : b&w; ; 13 x 18 cm. - 1 photoprint : b&w; ; 13 x 18 cm,,,,,,,,,,,,,Locatable,yes,1947,1954,,"{""latLng"":""43.66237714511379,-79.36351528584441""}"
House at unidentified location,"Fonds 200, Series 1465, File 761, Item 14",[between 1987 and 1990],Photographs,File 761; Ward 15 house facades,,OPEN - No restrictions on these government records.,Copyright was transferred to the City of Toronto by the copyright owner. ...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1465/s1465_fl0761_it0014.jpg,601128,325794,1987-1990," 
40 transparencies : colour ; 35mm",Ward 15 house facades,"File consists of images of the exteriors of houses. Some are at 187 and 288 Bedford Park, 215 and 181 Cranbrooke Avenue, 529, 510, 619, & 561 Castlefield Road, 77 Chaplin Crescent, 173 Coldstream Avenue, 651 and 655 Duplex Avenue and 44 Lytton Boulevard. Some are unidentified.",,,,,,,,,,,,,,Not Locatable,yes,1987,1990,,
"Man with string of fish, French River Bungalow Camp","Fonds 1257, Series 1057, Item 9608",[between 1935? and 1956],Photographs,Series 1057; Alexandra Studio commissioned photographs,,"Vinegar syndrome has affected the original film media. It has been frozen for preservation reasons, and therefore may not be requested for viewing in the Research Hall. ",Copyright was transferred to the City of Toronto by the copyright owner. ...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1257/ser1057/f1257_s1057_it9608.jpg,220423,210141,,,,,1 photonegative : b&w;,fishing (browse  records) vacation homes (browse  records),,,,,,,,,,,,Maybe,yes,1935,1956,,
High Park winter sports muskrat house - trees,"Fonds 1548, Series 393, Item 24789B","January 23, 1937",,Series 393; John Boyd Sr. photographs,,OPEN - No restrictions on these non-government records.,Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1548/ser393/f1548_s0393_it24789b.jpg,230383,46345,,,,,1 photoprint : b&w; ; 12 x 15 cm,,,,,,,,,,,,,Locatable,yes,1937,,,"{""latLng"":""43.64207097422815,-79.45746591589352""}"
Ver Mehr Filter — Dock,"Fonds 200, Series 372, Subseries 72, Item 454","February 18, 1915",Photographs,Subseries 72; Toronto Water Works photographs,,OPEN - No restrictions on these government records.,Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0072/s0372_ss0072_it0454.jpg,98446,84021,1910-1953,"ca. 140 photoprints : b&w; ; 13 x 18 cm and smaller
ca. 1004 photonegatives : b&w; ; 13 x 18 cm and smaller",Toronto Water Works photographs,"Subseries consists of photographs documenting Toronto's water distrubution network during the first half of the twentieth century. Photographs in this subseries fall into two general categories: general views of facilities and detail views of specific components of the city's filtration plants, reservoirs, and pumping stations (e.g., pumps, filters, conduits, intake pipes, etc.). Subseries also features photographs of charts, plans, and mechanical drawings relating to water levels, water consumption, and water works facilities. Photographs in this subseries are arranged chronologically.",1 photonegative : b&w; ; 13 x 18 cm,,,,,,,,,,,,,Maybe,yes,1915,,"""Ver Mehr"" is a type of water filter, not a location.",
Spadina Crescent East looking north to Russell,"Fonds 200, Series 1465, File 209, Item 1",[between 1980 and 1998],Photographs,File 209; University of Toronto - Spadina Crescent and St. George,,OPEN - No restrictions on these government records.,Copyright is held by the City of Toronto....more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1465/s1465_fl0209_it0001.jpg,446970,307043,[between 1980 and 1998],30 transparencies : col. ; 35mm,University of Toronto - Spadina Crescent and St. George,"File consists of images of the University of Toronto and Knox College at Spadina, St. George, and Russell.",,universities and colleges (browse  records),,,,,,,,,,,,Locatable,yes,1980,1998,,"{""latLng"":""43.65996878552114,-79.3999724280335""}"
Proposed intersecting sewers and outfall,"Fonds 200, Series 1465, File 409, Item 3",1889,Photographs,File 409; Historical maps,,OPEN - No restrictions on these government records.,Copyright is held by the City of Toronto....more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1465/s1465_fl0409_it0003.jpg,453179,322292,1793-[between 1981 and 1985],39 transparencies : col ; 35mm,Historical maps,"File consists of images of historical maps of Toronto that depict the topography, streets, harbour, etc. Fire insurance plans for the parts of the core downtown area are included.",,,,,,,,,,,,,,Not Locatable,yes,1889,,Map of Toronto,
"Colonel [William George] Barker funeral, casket being placed on hearse","Fonds 1266, Item 19520","March 15, 1930",Photographs,Fonds 1266; Globe and Mail fonds,,"OPEN - No restrictions on these non-government records.To preserve the original negatives, researchers should consult the microfiche reference copies, available in the Research Hall.","Copyright is in the public domain and permission for use is not required...moreThe following citation must be used when exhibiting or publishing this image: City of Toronto Archives, Globe and Mail fonds, Fonds 1266, Item 19520.",https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1266/f1266_it19520.jpg,302348,46341,,,,,"1 photonegative : b&w;, safety film ; 10 x 13 cm",FUNERALS (browse  records) MILITARY CEREMONIES (browse  records),"Negative was reformatted from nitrate film to safety film, between 1987 and 1990.",Previously cited: City of Toronto Archives SC 266-19520,"This photograph is available on microfiche, in the Research Hall at the City of Toronto Archives.",,,,,,,,,Not Locatable,yes,1930,,,
1 Reed Street,"Fonds 200, Series 372, Subseries 33b, Item 165","August 22, 1949",,Subseries 33b; Housing photographs,,OPEN - No restrictions on these government records.,Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0033b/s0372_ss0033b_it0165.jpg,248448,83979,1947-1954,499 photoprints : b&w; ; 13 x 18 cm or smaller,Housing photographs,"Subseries consists of photographs depicting residential buildings in various parts of the city. Subseries also includes photographs of houses and buildings demolished for the Regent Park housing development. 
The following streets are documented in this sub-series: Bathurst St., Boulton Ave., Briggs St., Broadview Ave., Brooklyn Ave., Carlyle St., Dagmar Ave., Dean St., Digby St., Dundas St. East, Dundee St., Dupont St., Edgewood Ave., Gerrard Ave., Jones Ave., Kendal Ave., Kingston Rd., Lakeshore Blvd., Lake Shore Rd., Lansdowne Ave., Lippincott St., Logan Ave., Lovatt Pl., Madeira Pl., Mallon Ave., Maughan Cres., Midland Pl., Mt. Pleasant Rd., Norval Ave., Oak St., Ontario St., Orchard Park, Ossington Ave., Otter Ave., Paisley St., Pape Ave., Parliament St., Reed St., Regent St., Rhodes Ave., River St., Seaton St., Sherbourne St., Spadina Rd., Sumach St., Taylor St., Vivian St., Wardell Ave., Wilmot St., and York St.",1 photonegative : b&w; ; 13 x 18 cm. - 1 photoprint : b&w; ; 13 x 18 cm,,,,,,. ,,,,,,,Maybe,yes,1947,1954,,"{""latLng"":""43.7518501,-79.51678520000002""}"
Philadelphia or Boston,"Fonds 200, Series 1465, File 438, Item 32",[between 1979 and 1988],Photographs,File 438; Development proposals - reference shots of Philadelphia and Boston,,OPEN - No restrictions on these government records.,Copyright is held by the City of Toronto....more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1465/s1465_fl0438_it0032.jpg,550604,322341,1979-1988,37 transparencies : col ; 35mm,Development proposals - reference shots of Philadelphia and Boston,,,,,,,,,,,,,,,Not Locatable,yes,1979,1988,,
226-230 Yonge Street,"Fonds 200, Series 372, Subseries 58, Item 2519","April 8, 1954","Photographs - streetscapes
Photographs",Subseries 58; Road and street condition photographs,,OPEN - No restrictions on these government records.,Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0058/s0372_ss0058_it2519.jpg,98086,84005,1910-1957,"2,502 photographs : b&w; ; 13 x 18 cm and smaller",Road and street condition photographs,"Subseries consists of photographs of streets and intersections across Toronto. Arranged chronologically, the photographs document road construction and maintenance projects including street paving (bitulithic, tarvia, concrete, Rocmac), road widening, track laying and reconstruction, and the creation of traffic islands. Also included are examples of damage to streets, including erosion, and weather-related incidents such as defective paving, cave-ins, curb heaving and flooding. ",1 photoprint : b&w; ; 15 x 18 cm - 1 copynegative : b&w; ; 15 x 18 cm,ROADS (browse  records),,,,,,,,,,,,Locatable,yes,1910,1957,,"{""latLng"":""43.65399370000001,-79.3802417""}"
Model of redevelopment of Granby and McGill at Yonge,"Fonds 200, Series 1465, File 36, Item 48",[ca. 1981?],Photographs,File 36; Capital works - McGill Street and Granby Street,,OPEN - No restrictions on these government records.,Copyright is held by the City of Toronto....more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1465/s1465_fl0036_id0048.jpg,440125,306871,[between 1977 and 198-],105 transparencies : col. ; 35mm ,Capital works - McGill Street and Granby Street,"File consists of 54 photographs on site, 20 architectual drawings, and 31 photographs of architectural models depicting McGill Street and Granby Street, mostly at Yonge. The interestions where both streets meet Yonge were closed in the early 1980s, and parkettes created. The stone arch comes from the former St. Andrew's United Church that stood at Bloor Street East and Park Road and was demolished in 1981.",,MODELS (REPRESENTATIONS) (browse  records),,,,,,,,,,,,Locatable,yes,1981,,"model, not a photo","{""latLng"":""43.65986900000001,-79.3816708""}"
Piling in river,"Fonds 200, Series 372, Subseries 27, Item 389","July 19, 1923",,Subseries 27; Gerrard Street bridge photographs,,"OPEN - No restrictions on these government records.To preserve the original photographs, researchers should consult the microfilm reference copies available in the Research Hall, or view the images on-line.",Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0027/s0372_ss0027_it0389.jpg,277570,83972,1922-1923,"512 photoprints : b&w; ; 13 x 18 cm and smaller
512 photonegatives : b&w; ; 13 x 18 cm and smaller",Gerrard Street bridge photographs,"Subseries consists of photographs showing the construction of the Gerrard Street bridge over the Don River. Arranged chronologically, the photographs document construction activities, material, and machinery, as well as general progress views. A number of photographs record TTC rail construction, which allowed for the extension of the Carlton Streetcar route.","1 photonegative : b&w; ; 13 x 18 cm
1 photoprint : b&w; ; 13 x 18 cm",,,,"This photograph may be available on microfilm, located in the Research Hall microfilm cabinets at the City of Toronto Archives.",,,,,,,,,Locatable,yes,1923,,,"{""latLng"":""45.3554505,-75.65985069999999""}"
"Mr. Stonehouse typing, with bird on typewriter","Fonds 1257, Series 1057, Item 4321",[194-?],Photographs,Series 1057; Alexandra Studio commissioned photographs,,"Vinegar syndrome has affected the original film media. It has been frozen for preservation reasons, and therefore may not be requested for viewing in the Research Hall. ",Copyright was transferred to the City of Toronto by the copyright owner. ...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1257/ser1057/f1257_s1057_it4321.jpg,215130,210141,,,,,1 photonegative : b&w; ; 11 x 13 cm,writers (browse  records) ANIMALS (browse  records) JOURNALISTS (browse  records),,,,,,,,,,,,Not Locatable,yes,1940,1949,,
"Upper Canada College, D. L. Griffith","Fonds 1266, Item 15266","October 19, 1928",Photographs,Fonds 1266; Globe and Mail fonds,,"OPEN - No restrictions on these non-government records.To preserve the original negatives, researchers should consult the microfiche reference copies, available in the Research Hall.","Copyright is in the public domain and permission for use is not required...moreThe following citation must be used when exhibiting or publishing this image: City of Toronto Archives, Globe and Mail fonds, Fonds 1266, Item 15266.",https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1266/f1266_it15266.jpg,292113,46341,,,,,"1 photonegative : b&w;, safety film ; 10 x 13 cm",,"Negative was reformatted from nitrate film to safety film, between 1987 and 1990.",Previously cited: City of Toronto Archives SC 266-15266.,"This photograph is available on microfiche, in the Research Hall at the City of Toronto Archives.",,,,,,,,,Locatable,yes,1928,,,"{""latLng"":""43.6904677,-79.40463629999999""}"
"Signs in window of the Toronto Star building, King Street West","Fonds 1244, Item 342",1911,Photographs,Fonds 1244; William James family fonds,,OPEN - No restrictions on these non-government records.,Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1244/f1244_it0342.jpg,51661,46340,,,,,1 photoprint : b&w; ; 20 x 26 cm. — 1 photonegative : b&w; ; 10 x 12 cm,SIGNS (browse  records),neg is a copy neg.,,"A reference print of this image is available on the photograph collection shelves of the Research Hall. See James Collection, Volume 6.","Item consists of one photograph showing an exhibit about reciprocity and its effect on food prices in the windows of the Toronto Star building, 18 King Steet West.",,,,,,,,Locatable,yes,1911,,,"{""latLng"":""43.6490114,-79.37867499999999""}"
Toronto forty years ago,"Fonds 16, Series 71, Item 9106","March 14, 1932",,Series 71; Central photography series of the Toronto Transit Commission,,OPEN - No restrictions on these government records.,Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser71/s0071_it9106.jpg,42283,25217,,,,,"1 photoprint : b&w; ; 13 x 18 cm
1 photonegative : glass, b&w; ; 13 x 18 cm",,,,,The item is a photograph of a view of detail of an 1891 map of Toronto Street Railway Lines.,,,,Alfred Pearson,,,,Not Locatable,yes,1891,1932,,
Sir William Campbell House move,"Fonds 124, File 2, Item 146","March 31, 1972",Photographs,"File 2; Buildings, Part 2",,OPEN - No restrictions on these non-government records.,Copyright was transferred to the City of Toronto by the copyright owner. ...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo0124/f0124_fl0002_id0146.jpg,429326,127337,1966-1972,158 transparencies : col. ; 35 mm,"Buildings, Part 2","File consists of colour slides documenting major streets, storefronts, and prominent buildings in central Toronto, including the Odeon-Carlton Theatre, Consumers Gas Building on Toronto Street, the Bank of Montreal at Yonge and Front streets, St. Lawrence Market, Holy Trinity Church, All Saint's Church, Metropolitan United Church, St. Paul's Cathedral, St. Jame's Cathedral, the City Morgue on Lombard Street, the Lombard Street Fire Hall, University College, Knox College, Trinity College, Victoria Colege, Hart House, the Gooderham Building, Gooderham & Worts, the Temple Building, Osgood Hall, the Harbour Commissioners Building, the Star Building, Pier 6 and RCYC dock, the Liberal Club, and the Ontario Club. The streetscapes show coners, buildings, and stores along Yonge Street, Adelaide Street, Bloor Street, Bay Street, Berekely Street, Queen Street, and King Street. There are also several skyline and aerial views.","1 transparency : col. slide, diapositive (Kodachrome) ; 35 mm",,,Ellis Wiley slide number: L2.81-7382.,,,,,,,,,,Locatable,yes,1972,,,"{""latLng"":""43.6510271,-79.38726559999998""}"
Ver Mehr Filter — Piping between Filters 5 and 7,"Fonds 200, Series 372, Subseries 72, Item 669","February 24, 1916",Photographs,Subseries 72; Toronto Water Works photographs,,OPEN - No restrictions on these government records.,Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0072/s0372_ss0072_it0669.jpg,98651,84021,1910-1953,"ca. 140 photoprints : b&w; ; 13 x 18 cm and smaller
ca. 1004 photonegatives : b&w; ; 13 x 18 cm and smaller",Toronto Water Works photographs,"Subseries consists of photographs documenting Toronto's water distrubution network during the first half of the twentieth century. Photographs in this subseries fall into two general categories: general views of facilities and detail views of specific components of the city's filtration plants, reservoirs, and pumping stations (e.g., pumps, filters, conduits, intake pipes, etc.). Subseries also features photographs of charts, plans, and mechanical drawings relating to water levels, water consumption, and water works facilities. Photographs in this subseries are arranged chronologically.",1 photonegative : b&w; ; 13 x 18 cm,,,,,,,,,,,,,Not Locatable,yes,1916,,,
Logo for Toronto's 150th birthday,"Fonds 200, Series 1465, File 746, Item 4",1987,Photographs,"File 746; Historical waterfront photographs, urban versus suburban presenatation slides",,OPEN - No restrictions on these government records.,Copyright was transferred to the City of Toronto by the copyright owner. ...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1465/s1465_fl0746_it0004.jpg,600770,325779,[191?]-1987; predominant 1987,"13 transparencies : b&w; ; 35mm
27 transparencies : colour ; 35mm","Historical waterfront photographs, urban versus suburban presenatation slides","File consists of images of historical views of Toronto's waterfront, as well as a series of presentation slides for a study on urban versus suburban living.",,,,,,,,,,,,,,Not Locatable,yes,1987,,,
Sir John Craig Eaton with Duke of Connaught and officers,"Fonds 1244, Item 1627",[1915?],Photographs,Fonds 1244; William James family fonds,,"OPEN - No restrictions on these non-government records.To preserve the original prints, researchers should consult the reference photocopies available in the Research Hall.",Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1244/f1244_it1627.jpg,53264,46340,,,,,1 photoprint : b&w; ; 12 x 17 cm. — 1 photonegative : b&w; ; 10 x 12 cm,ARMED FORCES PERSONNEL (browse  records),neg is a copy neg.,James & Sons.,"A reference print of this image is available on the photograph collection shelves of the Research Hall. See James Collection, Volume 24.",,,Sir John Craig Eaton (with big hat),,,,,,Not Locatable,yes,1915,,,
Gardiner looking south at Rees [?],"Fonds 200, Series 1465, File 624, Item 9",[between 1983 and 1987],Photographs,File 624; Miscellaneous Toronto locations,,OPEN - No restrictions on these government records.,Copyright is held by the City of Toronto....more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1465/s1465_fl0624_it0009.jpg,555540,324133,"[191-?], [196-?], 1983-1987",26 transparencies : colour ; 35mm,Miscellaneous Toronto locations,File contains of miscellaneous images of Toronto locations. Some are duplicates of images in other files in this series.,,,,,,,,,,,,,,Locatable,yes,1983,1987,,"{""latLng"":""43.63962795344771,-79.38701808465578""}"
Port Industrial Lands looking north-west from above,"Fonds 200, Series 1465, File 248, Item 11",[between 1980 and 1998],Photographs,"File 248; Waterfront, design charette",,OPEN - No restrictions on these government records.,Copyright is held by the City of Toronto....more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1465/s1465_fl0248_it0011.jpg,448431,307082,[between 1977 and 1998],13 transparencies : col. ; 35mm ,"Waterfront, design charette","File consists of maps, diagrams, sketches, text, and other visuals to do with planning redevelopment on the waterfront.",,,,,,,,,,,,,,Locatable,yes,1980,1998,Aerial View,"{""latLng"":""43.64387221524829,-79.34030702612301""}"
South side of College just east of Spadina,"Fonds 200, Series 1465, File 621, Item 6",[between 1980 and 1994],Photographs,File 621; Main streets,,OPEN - No restrictions on these government records.,Copyright is held by the City of Toronto....more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1465/s1465_fl0621_it0006.jpg,555463,323233,1980-1994,19 transparencies : colour ; 35mm,Main streets,"File contains slides that depict store fronts and pedestrians along Queen, College and Mt. Pleasant streets.",,,,,,,,,,,,,,Locatable,yes,1980,1994,,"{""latLng"":""43.65785785552237,-79.39944837168889""}"
Lou Turofsky,"Fonds 1257, Series 1057, Item 9453",[195-?],Photographs,Series 1057; Alexandra Studio commissioned photographs,,"Vinegar syndrome has affected the original film media. It has been frozen for preservation reasons, and therefore may not be requested for viewing in the Research Hall. ",Copyright was transferred to the City of Toronto by the copyright owner. ...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1257/ser1057/f1257_s1057_it9453.jpg,220266,210141,,,,,1 photonegative : b&w; ; 11 x 13 cm,photographers (browse  records) SMOKING (browse  records),,,,,,,,,,,,Not Locatable,yes,1950,1959,,
Main drain outfall,"Fonds 200, Series 372, Subseries 77, Item 83","May 7, 1936",Photographs,Subseries 77; Victoria Park Pumping Station photographs,,OPEN - No restrictions on these government records.,Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0077/s0372_ss0077_it0083.jpg,95628,84041,1935-1936,"ca. 4 photoprints : b&w; ; 13 x 18 cm and smaller
ca. 53 photonegatives : b&w; ; 13 x 18 cm and smaller",Victoria Park Pumping Station photographs,"Subseries consists of images documenting the construction of the pumping station facilities at the Victoria Park (later R.C. Harris) Filtration Plant. Arranged chronlogically, these photographs provide detail views of the project, including images of the excavation work and the construction of the foundation for the tile drains. Subseries also includes general and panoramic views showing the progress of construction.",1 photonegative : b&w; ; 13 x 18 cm,,,,,,,,,,,,,Locatable,yes,1936,,,"{""latLng"":""43.67198642083862,-79.27890868147585""}"
North curb Queen Street East Bridge,"Fonds 200, Series 372, Subseries 58, Item 1613","April 30, 1941","Photographs - streetscapes
Photographs",Subseries 58; Road and street condition photographs,,OPEN - No restrictions on these government records.,Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0058/s0372_ss0058_it1613.jpg,96526,84005,1910-1957,"2,502 photographs : b&w; ; 13 x 18 cm and smaller",Road and street condition photographs,"Subseries consists of photographs of streets and intersections across Toronto. Arranged chronologically, the photographs document road construction and maintenance projects including street paving (bitulithic, tarvia, concrete, Rocmac), road widening, track laying and reconstruction, and the creation of traffic islands. Also included are examples of damage to streets, including erosion, and weather-related incidents such as defective paving, cave-ins, curb heaving and flooding. ",1 photoprint : b&w; ; 15 x 18 cm - 1 photonegative : b&w; ; 15 x 18 cm,ROADS (browse  records),,,,,,,,,,,,Locatable,yes,1941,,,"{""latLng"":""43.65790198931123,-79.35421996350715""}"
Yonge looking north from Alcorn,"Fonds 200, Series 1465, File 181, Item 97",[between 1980 and 1998],Photographs,File 181; Yonge Street and Roxborough Street,,OPEN - No restrictions on these government records.,Copyright is held by the City of Toronto....more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1465/s1465_fl0181_id0097.jpg,445673,307015,[between 1980 and 1998],97 transparencies : col. ; 35mm ,Yonge Street and Roxborough Street,File consists of images of Yonge and the Rosedale subway station.,,,,,,,,,,,,,,Locatable,yes,1980,1998,,"{""latLng"":""43.68213360556124,-79.39162470276335""}"
Woman walking stroller in St. James Town,"Fonds 200, Series 1465, File 381, Item 42",[between 1980 and 1985],Photographs,File 381; St. James Town,,OPEN - No restrictions on these government records.,Copyright is held by the City of Toronto....more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1465/s1465_fl0381_it0042.jpg,452373,322176,[1980-1985],43 transparencies : col ; 35mm,St. James Town,"File consists of images of apartment buildings, recreational facilities, and people in St. James Town.",,,,,,,,,,,,,,Locatable,yes,1980,1985,,"{""latLng"":""43.6708666,-79.37330639999999""}"
C. N. E. Grandstand,"Fonds 200, Series 372, Subseries 1, Item 773","March 20, 1928",Photographs,Subseries 1; Architect's photographs,,OPEN - No restrictions on these government records.,Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0001/s0372_ss0001_it0773.jpg,100983,83946,1912-1952,ca. 1678 photographs : b&w; ; 13 x 18 cm and smaller,Architect's photographs,"Subseries consists of photographs taken on behalf of the City Architect's Department to document their activities. Photographs illustrate different types of buildings (e.g., residential, commercial, industrial) located across the City, and in various states of repair. Subseries includes views of buildings under construction, buildings undergoing repair work, buildings exhibiting structural damage (e.g., leaning walls, foundation cracks, collapsed chimneys), and buildings damaged by events such as frost, fire, or explosion.",1 photoprint : b&w; ; 13 x 18 cm. — 1 photonegative : b&w; ; 13 x 18 cm,,,,,,,,,,,,,Locatable,yes,1928,,,"{""latLng"":""43.6330556,-79.42260820000001""}"
"Road at Ontario Place just south of Lake Shore Boulevard, looking east","Fonds 200, Series 1465, File 129, Item 10",1976,Photographs,File 129; Waterfront 4 - bridge path,,OPEN - No restrictions on these government records.,Copyright is held by the City of Toronto....more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1465/s1465_fl0129_id0010.jpg,443586,306962,1976,20 transparencies : col. ; 35mm,Waterfront 4 - bridge path,File consists of images of the western waterfront around Ontario Place.,,,,,,,,,,,,,,Maybe,yes,1976,,,"{""latLng"":""43.63130550769243,-79.41078377937015""}"
Lifeguard station on Island looking north to city,"Fonds 200, Series 1465, File 456, Item 13",[between 1976 and 1992],Photographs,File 456; City views - people,,OPEN - No restrictions on these government records.,Copyright is held by the City of Toronto....more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1465/s1465_fl0456_it0013.jpg,551098,322498,1976-1992,51 transparencies : col ; 35mm,City views - people,File consists of images of miscellaneous Toronto locations and people. ,,,,,,,,,,,,,,Locatable,yes,1976,1992,,"{""latLng"":""43.62256442373115,-79.37034776708981""}"
Union Station roof,"Fonds 200, Series 372, Subseries 79, Item 594","October 31, 1930",,Subseries 79; Waterfront viaduct photographs,,OPEN - No restrictions on these government records.,Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0079/s0372_ss0079_it0594.jpg,144539,84044,1925-1934,"638 photoprints : b&w; ; 13 x 18 cm and smaller
533 photonegatives : b&w; ; 13 x 18 cm and smaller",Waterfront viaduct photographs,"Subseries consists of images detailing the construction of the elevated railway viaduct along Toronto's downtown waterfront. The viaduct was designed to eliminate the railway grade crossing for major roads and a new Union Station for passenger traffic. The City, Toronto Harbour Commissioners, Grand Trunk Railway and Canadian Pacific Railway had their final design proposal approved by the Board of Railway Commissioners on July 1913. While the focus of the photographs is the road underpasses, they also document the extensive changes in railway infrastructure. Union Station, the architectural centrepiece for this engineering work, was also photographed extensively during construction. 
In addition, these images capture the transformation of the waterfront that occurred at the same time. Many buildings, such as the old Toronto Electric Light Company steam powered generating station, were torn down to make way for the new elevated trackwork. Approximately 2.7 million cubic meters of earth was moved to increase the track's elevation, coming from borrow pits in Leaside and Scarborough. Also included in this project were underpasses on Eastern, Logan, Greenwood, Coxwell, and Woodbine to eliminate level crossings. Construction began June 1925 and was completed on January 1931.",1 photoprint : b&w; ; 18 x 13 cm. — 1 photonegative : b&w; ; 18 x 13 cm,,,,,,,,,,,,,Locatable,yes,1930,,,"{""latLng"":""43.644238,-79.383555""}"
Yonge looking north from Maitland,"Fonds 200, Series 1465, File 612, Item 19",[between 1977 and 1983],Photographs,File 612; Streets - Yonge Street / 1978 study,,OPEN - No restrictions on these government records.,Copyright is held by the City of Toronto....more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1465/s1465_fl0612_it0019.jpg,555189,323178,1977-1983,30 transparencies : colour ; 35mm,Streets - Yonge Street / 1978 study,File consists of images of Yonge Street.,,,,,,,,,,,,,,Locatable,yes,1977,1983,,"{""latLng"":""43.6638777346982,-79.38406682012942""}"
