title,citation,date,form,part_of,part_of_links,condition,copyright,imageLink,uniqueID,parent_uniqueID,parent_date,parent_desc,parent_title,parent_scope,physical_desc,subject,physical_desc_notes,numbers,other,scope,date_notes,title_notes,notes,author,author_notes,finding_aids,scale
West side of Bay south of railway viaduct,"Fonds 200, Series 1465, File 748, Item 8",[between 1980? and 1985],Photographs,"File 748; Pedestrian walkways, markets and parks",,OPEN - No restrictions on these government records.,Copyright was transferred to the City of Toronto by the copyright owner. ...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1465/s1465_fl0748_it0008.jpg,600834,325781,1968-1985," 
16 transparencies : colour ; 35mm","Pedestrian walkways, markets and parks",File consists of images of people on streets and in parks.,,Bus Shelter (browse  records),,,,,,,,,,,
Bay looking south from King,"Fonds 200, Series 1465, File 686, Item 44",[between 1985? and 1990],Photographs,"File 686; Pedestrians - Yonge, Bay and Bloor streets",,OPEN - No restrictions on these government records.,Copyright was transferred to the City of Toronto by the copyright owner. ...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1465/s1465_fl0686_it0044.jpg,575436,324869,[1985?]-[1990],46 transparencies : colour ; 35mm,"Pedestrians - Yonge, Bay and Bloor streets","File consists of pedestrians at intersections of Yonge and of Bay, between Front and Bloor. File also includes images of uses of sidewalks, such as street vendors and people standing in line. College Street by College Park is also shown.",,PEDESTRIANS (browse  records),,,,,,,,,,,
West approach,"Fonds 200, Series 372, Subseries 29, Item 55","October 8, 1930",Photographs,Subseries 29; Gerrard Street subway photographs,,OPEN - No restrictions on these government records.,Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0029/s0372_ss0029_it0055.jpg,107158,83974,1930-1931,"135 photoprints : b&w; ; 13 x 18 cm and smaller
135 photonegatives : b&w; ; 13 x 18 cm and smaller",Gerrard Street subway photographs,"Subseries consists of photographs of the railway overpass at Gerrard St. E. and Carlaw Ave., designed in conjuction with the Waterfront viaduct. Arranged chronologically, images in this subseries document construction work, materials, and machinery. Also included are general views that not only reveal the progress of the project, but also provide a look at businesses operating in the area. Subseries includes views of T. Grinnell & Son (coal and coke) at 843 Gerrard St. E., International Varnish Co. Ltd. at 371-375 Carlaw Ave., and the Conger Lehigh Coal Co. at 930 Gerrard St. E.",1 photonegative : b&w; ; 13 x 18 cm,,,,,,,,,,,,
"Reo Motor Company, heating spring shackle","Fonds 1266, Item 18299","October 5, 1929",Photographs,Fonds 1266; Globe and Mail fonds,,"OPEN - No restrictions on these non-government records.To preserve the original negatives, researchers should consult the microfiche reference copies, available in the Research Hall.","Copyright is in the public domain and permission for use is not required...moreThe following citation must be used when exhibiting or publishing this image: City of Toronto Archives, Globe and Mail fonds, Fonds 1266, Item 18299.",https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1266/f1266_it18299.jpg,300781,46341,,,,,"1 photonegative : b&w;, safety film ; 10 x 13 cm",AUTOMOBILES (browse  records) MAINTENANCE (browse  records) MAINTENANCE FACILITIES (browse  records),"Negative was reformatted from nitrate film to safety film, between 1987 and 1990.",Previously cited: City of Toronto Archives SC 266-18299,"This photograph is available on microfiche, in the Research Hall at the City of Toronto Archives.",,,,,,,,
Mary Karl McGaw and Beatrice Vasey,"Fonds 1266, Item 17556","August 22, 1929",Photographs,Fonds 1266; Globe and Mail fonds,,"OPEN - No restrictions on these non-government records.To preserve the original negatives, researchers should consult the microfiche reference copies, available in the Research Hall.","Copyright is in the public domain and permission for use is not required...moreThe following citation must be used when exhibiting or publishing this image: City of Toronto Archives, Globe and Mail fonds, Fonds 1266, Item 17556.",https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1266/f1266_it17556.jpg,299743,46341,,,,,"1 photonegative : b&w;, glass ; 9 x 11 cm",,,Previously cited: City of Toronto Archives SC 266-17556,"This photograph is available on microfiche, in the Research Hall at the City of Toronto Archives.",,,,,,,,
"Ann's Well, Thornhill - the house of Ann's well","Fonds 1526, File 40, Item 29","June 23, 1973",,File 40; Miscellaneous slides of Toronto,,OPEN - No restrictions on these non-government records.,Copyright was transferred to the City of Toronto by the copyright owner. ...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1526/f1526_fl0040_it0029.jpg,516429,456376,"June 22, 1957-March 28, 1984","61 transparencies : col. slides, diapositive (Kodachrome) ; 35 mm",Miscellaneous slides of Toronto,"File consists of 61 35mm Kodachrome slide transparencies of various Toronto buildings, landmarks and street scenes, including: Brentwoods Towers, the Dineen Building, the Heintzman & Co. Ltd. Building, the Imperial Oil Building demolition, the Massey-Ferguson Building, The Old Mill, Sunnyside Outdoor Swimming Pool, Toronto Fire Hall #8, the Toronto Harbour Commission Building, the Toronto Star Building, Ryerson architectural student models, the Toronto sesquicentennial banner, the statue of Peter Pan, and shots of street food vending, billboards, traffic lights, and summer smog. File also includes shots of the House of Anne's Well and nearby 200 year-old trees in Thornhill, Ontario.",1 transparency : col. ; 35 mm,,,,,,,,,,,,
Hospital for Sick Children grounds looking towards University,"Fonds 200, Series 1465, File 482, Item 27",[199-?],Photographs,File 482; Open space - Hospital for Sick Children / University and Elm,,OPEN - No restrictions on these government records.,Copyright is held by the City of Toronto....more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1465/s1465_fl0482_it0027.jpg,551902,322580,[199-?],40 transparencies : col ; 35mm,Open space - Hospital for Sick Children / University and Elm,File consists of images of the Hospital for Sick Children and grounds.,,squares (open spaces) (browse  records),,,,,,,,,,,
"Rameses Temple, Chief of Police Draper being chaired by Nobles","Fonds 1266, Item 19140","January 27, 1930",Photographs,Fonds 1266; Globe and Mail fonds,,"OPEN - No restrictions on these non-government records.To preserve the original negatives, researchers should consult the microfiche reference copies, available in the Research Hall.","Copyright is in the public domain and permission for use is not required...moreThe following citation must be used when exhibiting or publishing this image: City of Toronto Archives, Globe and Mail fonds, Fonds 1266, Item 19140.",https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1266/f1266_it19140.jpg,301779,46341,,,,,"1 photonegative : b&w;, safety film ; 10 x 13 cm",,"Negative was reformatted from nitrate film to safety film, between 1987 and 1990.",Previously cited: City of Toronto Archives SC 266-19140,"This photograph is available on microfiche, in the Research Hall at the City of Toronto Archives.",,,,,,,,
"Upper Canada College, D. L. Griffith","Fonds 1266, Item 15266","October 19, 1928",Photographs,Fonds 1266; Globe and Mail fonds,,"OPEN - No restrictions on these non-government records.To preserve the original negatives, researchers should consult the microfiche reference copies, available in the Research Hall.","Copyright is in the public domain and permission for use is not required...moreThe following citation must be used when exhibiting or publishing this image: City of Toronto Archives, Globe and Mail fonds, Fonds 1266, Item 15266.",https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1266/f1266_it15266.jpg,292113,46341,,,,,"1 photonegative : b&w;, safety film ; 10 x 13 cm",,"Negative was reformatted from nitrate film to safety film, between 1987 and 1990.",Previously cited: City of Toronto Archives SC 266-15266.,"This photograph is available on microfiche, in the Research Hall at the City of Toronto Archives.",,,,,,,,
Urban development,"Fonds 1128, Series 381, File 308, Item 12103-12",,,File 308; Urban development,,OPEN - No restrictions on these non-government records.,Copyright was transferred to the City of Toronto by the copyright owner. ...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser381/s0381_fl0308_id12103-12.jpg,427574,104076,"June 14, 1954",65 photonegatives : b&w; ; 10 cm X 13 cm,Urban development,"File consists of photographs of buildings slated for demolition, and buildings under construction. Although many of the buildings are unidentified, the file includes photographs of the York/Richmond Building on the south-west corner of York and Richmond streets; the Courthouse at the corner of Queen and York streets; the Manulife, Household Finance, and Confederation Life buildings on Bloore Street East; the old Arcade Building on Yonge Street at Temperance; the S.S. Kresge Co. on Bay Street; and the Aelaide Coach Terminal building which housed the Gregory Tavern.",,,,,,,,,,,,,
Metropolitan Toronto aerial photographs,"Fonds 257, Series 12, File 1953,  177",,,File 1953; Metropolitan Toronto aerial photographs,,OPEN - No restrictions on these government records.,Copyright is not held by the City of Toronto...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser12/s0012_fl1953_it0177.jp2,558345,468445,,,,,,,,,,,,,,,,,
Miscellaneous and unidentified housing,"Fonds 213, Series 1464, File 19, Item 11",,,File 19; Miscellaneous and unidentified housing,,OPEN - No restrictions on these government records.,Copyright may or may not be held by the City of Toronto...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1464/s1464_fl0019_id0011.jpg,439600,305389,1961,14 transparencies : col. ; 35 mm,Miscellaneous and unidentified housing,File consists of exterior views of rowhouses on Jane St. and a multiple unit dwelling on Old Lakeshore Rd. Additional photographs document detached homes and rowhouses on unidentified streets.,,,,,,,,,,,,,
"Corner of Duncan St. and Queen St., looking south-west","Fonds 2032, Series 841, File 52, Item 4",1972,Photographs,"File 52; McCaul Street, Duncan Street, and Simcoe Street corners, from Queen Street to Station Street",,OPEN - No restrictions on these government records.,Copyright is held by the City of Toronto....more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser841/s0841_fl0052_it0004.jpg,607883,607861,1972,"36 negatives : b&w; : 35 mm
34 photographs : b&w; ; 20 x 25 cm","McCaul Street, Duncan Street, and Simcoe Street corners, from Queen Street to Station Street",,"1 negative : b&w; ; 35mm
1 print : b&w; ; 20 x 25 cm",STREETSCAPE (browse  records),,Previously cited as: RG32B neg 54-5 print 1620,,Item consists of one photograph Kling Jewelers and Atlas Restaurant.,,,,,,,
Birchview Boulevard,"Fonds 220, Series 65, File 686, Item 4",,,File 686; Birchview Boulevard,,"Vinegar syndrome has affected the original film media. It has been frozen for preservation reasons, and therefore may not be requested for viewing in the Research Hall. ",Copyright was transferred to the City of Toronto by the copyright owner. ...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo0220/ser0065/s0065_fl0686_it0004.jpg,523473,349001,[196-?],29 photographs : b&w; negatives,Birchview Boulevard,,,,,,,,,,,,,,
Plan of CN Tower vicinity,"Fonds 200, Series 1465, File 59, Item 71",[between 1976 and 1996],Photographs,"File 59; Miscellaneous, Harbourfront, Railway Lands, CN Tower, Union Station  ",,OPEN - No restrictions on these government records.,Copyright is held by the City of Toronto....more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1465/s1465_fl0059_id0071.jpg,441185,306894,[between 1977 and 1998],264 transparencies : 258 col. ; 6 b&w; ; 35mm ,"Miscellaneous, Harbourfront, Railway Lands, CN Tower, Union Station  ","File consists of 60 photographs, 185 illustrations and 19 urban design models depicting the Harbourfront and Railway Lands areas.",,,,,,,,,,,,,
209 Elm Street,"Fonds 200, Series 372, Subseries 33, Item 623","Oct. 4,  1939",,Subseries 33; Housing photographs,,OPEN - No restrictions on these government records.,Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource//ser372/ss0033/s0372_ss0033_it0623.jpg,247806,83978,1936-1951,986 photographs : b&w; ; 13 x 18 cm and smaller,Housing photographs,Subseries consists of photographs of houses located across the former City of Toronto.,1 photonegative : b&w; ; 13 x 18 cm. - 1 photoprint : b&w; ; 13 x 18 cm,,,,,,,,,,,,
"3:45-4:15 p.m., Yonge St, south, from Dundas St, (Executive Department)","Fonds 16, Series 71, Item 8158","November 4, 1930",,Series 71; Central photography series of the Toronto Transit Commission,,OPEN - No restrictions on these government records.,Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser71/s0071_it8158.jpg,41911,25217,,,,,1 photoprint : b&w; ; 13 x 18 cm,,,,,The item is a photograph looking at a view Yonge Street south from Dundas Street.,,,,Alfred Pearson,,,
Berczy Park under construction looking east,"Fonds 200, Series 1465, File 471, Item 14",[between 1980 and 1983],Photographs,File 471; Open space - Berczy Square construction progress photographs,,OPEN - No restrictions on these government records.,Copyright is held by the City of Toronto....more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1465/s1465_fl0471_it0014.jpg,551582,322569,1980-1983,40 transparencies : col ; 35mm,Open space - Berczy Square construction progress photographs,"File consists of images of Berczy Park before, during and after construction, including the mural on the Flatiron Building.",,art (browse  records) CONSTRUCTION (browse  records),,,,,,,,,,,
"Beauty contest, group of contestants","Fonds 1266, Item 9220","Digitized 2010 (originally created August 21, 1926)",Photographs,Fonds 1266; Globe and Mail fonds,,OPEN - No restrictions on these non-government records.,"Copyright is in the public domain and permission for use is not required...moreThe following citation must be used when exhibiting or publishing this image: City of Toronto Archives, Globe and Mail fonds, Fonds 1266, Item 9220.",https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1266/f1266_it9220.jpg,525568,46341,,,,,1 photograph (tiff),,Original nitrate negative was digitized in 2010 and original was destroyed.,Previously cited: City of Toronto Archives SC 266-9220.,,,,,,,,,
Lifeguard station on Island looking north to city,"Fonds 200, Series 1465, File 456, Item 13",[between 1976 and 1992],Photographs,File 456; City views - people,,OPEN - No restrictions on these government records.,Copyright is held by the City of Toronto....more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1465/s1465_fl0456_it0013.jpg,551098,322498,1976-1992,51 transparencies : col ; 35mm,City views - people,File consists of images of miscellaneous Toronto locations and people. ,,,,,,,,,,,,,
"The 4000 Apartments, 4000 Yonge Street, west side, under construction","Fonds 1257, Series 1057, Item 6528",[196-?],Photographs,Series 1057; Alexandra Studio commissioned photographs,,"Vinegar syndrome has affected the original film media. It has been frozen for preservation reasons, and therefore may not be requested for viewing in the Research Hall. ",Copyright was transferred to the City of Toronto by the copyright owner. ...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1257/ser1057/f1257_s1057_it6528.jpg,217343,210141,,,,,1 photonegative : b&w; ; 11 x 13 cm,CONSTRUCTION (browse  records) APARTMENT BUILDINGS (browse  records),,,,,,,,,,,
Looking north to city centre,"Fonds 200, Series 1465, File 747, Item 2",[between 1985 and 1992],Photographs,File 747; Toronto skyline,,OPEN - No restrictions on these government records.,Copyright was transferred to the City of Toronto by the copyright owner. ...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1465/s1465_fl0747_it0002.jpg,600807,325780,1985-1992,"4 transparencies: b & w ; 35mm
17 transparencies : colour ; 35mm",Toronto skyline,File consists of images of the Toronto skyline and waterfront.,,skylines (browse  records),,,,,,,,,,,
Suburban street and park,"Fonds 200, Series 1465, File 217, Item 21",[between 1980 and 1998],Photographs,File 217; Suburban housing,,OPEN - No restrictions on these government records.,Copyright is held by the City of Toronto....more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1465/s1465_fl0217_it0021.jpg,447287,307051,[between 1980 and 1998],22 transparencies : col. ; 35mm,Suburban housing,"File consists of suburban townhouses, garages, yards, parks,and streets.",,TOWNHOUSES (browse  records) PARKS (browse  records),,,,,,,,,,,
Construction of Gardiner Expressway,"Fonds 220, Series 65, File 37, Item 17",,,File 37; Construction of Gardiner Expressway,,"Vinegar syndrome has affected the original film media. It has been frozen for preservation reasons, and therefore may not be requested for viewing in the Research Hall. ",Copyright was transferred to the City of Toronto by the copyright owner. ...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo0220/ser0065/s0065_fl0037_id0017.jpg,434275,33994,1959,22 photonegatives : b&w; ; 10.5 x 8 cm and 10 x 12.5 cm,Construction of Gardiner Expressway,File consists of 22 photographs showing construction of the Gardiner Expressway.,,,,,,,,,,,,,
Union Station,"Fonds 1244, Item 5044",[ca. 1916],Photographs,Fonds 1244; William James family fonds,,"OPEN - No restrictions on these non-government records.Reseachers may not have access to original prints or negatives, but may use the reference prints available in the Research Hall.",Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1244/f1244_it5044.jpg,87445,46340,,,,,1 photoprint : b&w;,RAILWAY STATIONS (browse  records),,,"A reference print of this image is available on the photograph collection shelves of the Research Hall. See James Collection, Volume",,,,,,,,
"University of Toronto summer course, 5 girls","Fonds 1266, Item 17516","August 2, 1929",Photographs,Fonds 1266; Globe and Mail fonds,,"OPEN - No restrictions on these non-government records.To preserve the original negatives, researchers should consult the microfiche reference copies, available in the Research Hall.","Copyright is in the public domain and permission for use is not required...moreThe following citation must be used when exhibiting or publishing this image: City of Toronto Archives, Globe and Mail fonds, Fonds 1266, Item 17516.",https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1266/f1266_it17516.jpg,299670,46341,,,,,"1 photonegative : b&w;, safety film ; 10 x 13 cm",WOMEN (browse  records) STUDENTS (browse  records),"Negative was reformatted from nitrate film to safety film, between 1987 and 1990.",Previously cited: City of Toronto Archives SC 266-17516,"This photograph is available on microfiche, in the Research Hall at the City of Toronto Archives.",,,,,,,,
Remembrance Drive at Coronation Park looking west,"Fonds 200, Series 1465, File 128, Item 16",1976,Photographs,File 128; Waterfront 5 - bridge path,,OPEN - No restrictions on these government records.,Copyright is held by the City of Toronto....more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1465/s1465_fl0128_id0016.jpg,443562,306961,1976,19 transparencies : col. ; 35mm,Waterfront 5 - bridge path,"File consists of images of Queens Quay West, Lake Shore Boulevard West, and Remembrance Drive in Coronation Park.",,,,,,,,,,,,,
"Toronto skyline, west from Broadview and Sparkhall","Fonds 1526, File 46, Item 147","August 10, 1983",Photographs,File 46; Toronto skyline,,OPEN - No restrictions on these non-government records.,Copyright was transferred to the City of Toronto by the copyright owner. ...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1526/f1526_fl0046_it0147.jpg,516715,456406,"September 14, 1957-September 5, 1984","166 transparencies : col. slides, diapositive (Kodachrome) ; 35 mm",Toronto skyline,,1 transparency : col. ; 35 mm,,,,,,,,,,,,
King West [?] looking east,"Fonds 200, Series 1465, File 570, Item 12",[between 1990 and 1996],Photographs,File 570; Issues - streetwall / corner buildings and street proportions,,OPEN - No restrictions on these government records.,Copyright is held by the City of Toronto....more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1465/s1465_fl0570_it0012.jpg,554148,322741,[199-?]-1996,32 transparencies : colour  ; 35mm,Issues - streetwall / corner buildings and street proportions,"File consists of images of a variety of locations, some unidentified.",,,,,,,,,,,,,
Rear 595 Wellington Street,"Fonds 200, Series 372, Subseries 33, Item 59","Aug. 24, 1936",,Subseries 33; Housing photographs,,OPEN - No restrictions on these government records.,Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource//ser372/ss0033/s0372_ss0033_it0059.jpg,246977,83978,1936-1951,986 photographs : b&w; ; 13 x 18 cm and smaller,Housing photographs,Subseries consists of photographs of houses located across the former City of Toronto.,2 photonegative ; b&w; ; 13 x 18 cm. - 1 photoprint : b&w; ; 13 x 18 cm,,,,,,,,,,,,
View of flower beds on Centre Island,"Fonds 1526, File 77, Item 33","September 1, 1967",,File 77; Toronto Island,,OPEN - No restrictions on these non-government records.,Copyright was transferred to the City of Toronto by the copyright owner. ...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1526/f1526_fl0077_it0033.jpg,519934,457150,"September 14, 1957-July 31, 1972","55 transparencies : col. slides, diapositive (Kodachrome) ; 35 mm",Toronto Island,,1 transparency : col. ; 35 mm,,,,,,,,,,,,
10 Glen Morris,"Fonds 200, Series 1465, File 267, Item 68",[between 1980 and 1998],Photographs,File 267; University of Toronto - Huron Street and Sussex Avenue,,OPEN - No restrictions on these government records.,Copyright is held by the City of Toronto....more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1465/s1465_fl0267_it0068.jpg,449135,307102,[between 1980 and 1998],74 transparencies : col. ; 35mm,University of Toronto - Huron Street and Sussex Avenue,"File consists of images of buildings, mostly houses, on Huron, Sussex, Washington, and Glen Morris.",,HOUSES (browse  records),,,,,,,,,,,
East and west extensions of the subway,"Fonds 1567, Series 648, File 242, Item 13",,,File 242; East and west extensions of the subway,,OPEN - No restrictions on these non-government records.,Copyright was transferred to the City of Toronto by the copyright owner. ...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1567/ser648/s0648_fl0242_id0013.jpg,448282,126971,1968,20 photonegatives : b&w; ; 6 x 6 cm,East and west extensions of the subway,"File consists of images documenting the east and west extensions of the subway system. They show Old Mill Station, subway trains, subway track, and subway tunnels.",,,,,,,,,,,,,
Synagogues,"Fonds 220, Series 65, File 26, Item 3",,,File 26; Synagogues,,"Vinegar syndrome has affected the original film media. It has been frozen for preservation reasons, and therefore may not be requested for viewing in the Research Hall. ",Copyright was transferred to the City of Toronto by the copyright owner. ...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo0220/ser0065/s0065_fl0026_id0003.jpg,434188,33983,[195-],6 photonegatives : b&w; ; 10 x 12.5 cm,Synagogues,"File consists of six photographs of synagogues. Two show Beth David synagogue, 4122 Bathurst Street, two show a synagogue on Bathurst Street at Viewmont Avenue, and two show the site of Beth Emeth synagogue, at 100 Elder Street.",,,,,,,,,,,,,
High Park winter sports muskrat house - trees,"Fonds 1548, Series 393, Item 24789B","January 23, 1937",,Series 393; John Boyd Sr. photographs,,OPEN - No restrictions on these non-government records.,Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1548/ser393/f1548_s0393_it24789b.jpg,230383,46345,,,,,1 photoprint : b&w; ; 12 x 15 cm,,,,,,,,,,,,
"View of Eaton's demolition, Church of the Holy Trinity and Dundas Street, west of Yonge Street","Fonds 1526, File 83, Item 70","October 8, 1974",,File 83; Eaton's Yonge-Queen department store,,OPEN - No restrictions on these non-government records.,Copyright was transferred to the City of Toronto by the copyright owner. ...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1526/f1526_fl0083_it0070.jpg,520231,457166,"October 6, 1958-January 15, 1975","77 transparencies : col. slides, diapositive (Kodachrome) ; 35 mm",Eaton's Yonge-Queen department store,"File consists of 77 35mm Kodachrome slide transparencies of Eaton's flagship department store at Yonge Street and Queen Street West. Photographs were taken between 1958 and 1975, and include shots of the Eaton's site during demolition and excavation.",1 transparency : col. ; 35 mm,,,,,,,,,,,,
Central waterfront - projects and improvements,"Fonds 200, Series 1465, File 288, Item 85",[1969 or 1970],Photographs,File 288; Central waterfront - projects and improvements.,,OPEN - No restrictions on these government records.,Copyright is held by the City of Toronto....more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1465/s1465_fl0288_it0085.jpg,449572,321980,1969-1970,88 transparencies : col ; 35mm,Central waterfront - projects and improvements.,"File consists of maps, diagrams, sketches, text, and other visuals to do with planning redevelopment on the waterfront.",,,,,,,,,,,,,
"Yonge subway underpass construction, pier excavation","Fonds 1266, Item 20242","May 16, 1930",Photographs,Fonds 1266; Globe and Mail fonds,,"OPEN - No restrictions on these non-government records.To preserve the original negatives, researchers should consult the microfiche reference copies, available in the Research Hall.","Copyright is in the public domain and permission for use is not required...moreThe following citation must be used when exhibiting or publishing this image: City of Toronto Archives, Globe and Mail fonds, Fonds 1266, Item 20242.",https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1266/f1266_it20242.jpg,303160,46341,,,,,"1 photonegative : b&w;, glass ; 9 x 11 cm",CONSTRUCTION (browse  records) SUBWAYS (browse  records) Subway construction (browse  records),,Previously cited: City of Toronto Archives SC 266-20242,"This photograph is available on microfiche, in the Research Hall at the City of Toronto Archives.",,,,,,,,
"Toronto City, J.R.R. Coll-Library, Front St., 1834, #826","Fonds 1266, Item 2174","March 14, 1924",Photographs,Fonds 1266; Globe and Mail fonds,,"OPEN - No restrictions on these non-government records.To preserve the original negatives, researchers should consult the microfiche reference copies, available in the Research Hall.","Copyright is in the public domain and permission for use is not required...moreThe following citation must be used when exhibiting or publishing this image: City of Toronto Archives, Globe and Mail fonds, Fonds 1266, Item 2174.",https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1266/f1266_it2174.jpg,281040,46341,,,,,"1 photonegative : b&w;, glass ; 9 x 11 cm",,,Previously cited: City of Toronto Archives SC 266-2174.,"This photograph is available on microfiche, in the Research Hall at the City of Toronto Archives.",,,,,,,,
Opening of construction,"Fonds 1567, Series 648, File 59, Item 19",,,File 59; Opening of construction,,"Vinegar syndrome has affected the original film media. It has been frozen for preservation reasons, and therefore may not be requested for viewing in the Research Hall. ",Copyright was transferred to the City of Toronto by the copyright owner. ...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1567/ser648/s0648_fl0059_id0019.jpg,441354,125321,1959,20 photonegatives : b&w; ; 11 x 13 cm,Opening of construction : Bloor Danforth University Subway,,,,,,,,,,,,,,
Scholes' Hotel,"Fonds 1257, Series 1057, Item 537",[ca. 1945],Photographs - buildings - exterior views,Series 1057; Alexandra Studio commissioned photographs,,"Vinegar syndrome has affected the original film media. It has been frozen for preservation reasons, and therefore may not be requested for viewing in the Research Hall. ",Copyright was transferred to the City of Toronto by the copyright owner. ...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1257/ser1057/f1257_s1057_it0537.jpg,211337,210141,,,,,1 photonegative : b & w ; 10 x 13 cm,hotels (browse  records),,Previously cited as: SC257-B-537,,"Item is an image of Scholes' Hotel located at 201-203 Yonge St., between Queen St. E. and Shuter St.",,,,,,,
"Wanless Park fieldhouse, Toronto","Fonds 200, Series 1188, File 1, Item 17","[March, 1935?]",Drawings,File 1; Architectural drawings scrapbook,,OPEN - No restrictions on these government records.,Copyright is held by the City of Toronto....more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1188/fl0001/s1188_fl0001_it0017.jpg,257997,257946,[1922?]-1941,"235 architectural drawings on 115 sheets : 212 drawings in pencil or ink on 104 sheets of paper or tissue (95 hand col.), 11 drawings on 6 diazo prints (11 hand col.), 12 drawings on 5 blueprints (1 hand col.) ; 46 x 86 cm or smaller",Architectural drawings scrapbook,"File consists of architectural drawings that were once part of a large scrapbook prepared by the City Architect's Department and, later, the Department of Buildings to showcase various Parks and Works Department projects, most of which were completed in the 1920's and 1930's. Nearly all drawings were created for the Parks Deptartment, and at a key point in time when Parks Commissioner Charles Chambers rapidly developed the parklands and recreational sites throughout the City. File includes an array of drawings for structures at Exhibition Park, High Park, Riverdale Park, the beachfront parklands, and many other areas of the City. Drawings are made up of preliminary sketches, elevations, cross-sections and plans for the following types of structures: band shells, bathing stations, boathouses, booths and platforms, fieldhouses, gazebos, lavatories, park gates and entrances, parking stations, and shelters. A total of 104 sheets of drawings contain original pencil sketches, most of which are coloured with crayon or watercolour.","1 architectural drawing : pencil and crayon on tracing paper, col. ; 32 x 43 cm",PARKS (browse  records),"Drawing, originally mounted on 46 X 61 cm paper in scrapbook, has been detatched and filed within tissue paper inside container.","Formerly cited as: RG13, Series H, Volume 1, p. 17.",,,,,,,"The initials ""S.T.J.F."" are inscribed at bottom right of drawing.",,Scale not given
"Living room of Smith residence, 64 Hewitt Avenue, with gas radiant fire and Edwardian furniture","Fonds 1034, Item 892",1913,Photographs,Fonds 1034; Consumers' Gas Company Ltd. fonds,,OPEN - No restrictions on these non-government records.,Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1034/f1034_it0892.jpg,564962,45741,,,,,"1 negative : b&w;, glass ; 20 x 25 cm",,,,,,,,,,,,
